Text,QUALITY,PERFOMANCE,CUSTOMER#SERVICE,COST,RECOMMENDATIONS
প্রাইস যেমন জিনিস তেমন,2,2,2,1,2
শার্ট এর সেলাই এ অনেক খানি খুঁত আছে ।,3,2,2,2,2
পণ্যটির সবকিছুই ভালো লেগেছে।,1,2,2,2,2
বিশেষ করে রঙ এবং কাপড়ের গুনগত মান ভালো।,1,2,2,2,2
"শার্টের কোয়ালিটি অসাধারন, সাইজেও ঠিক 😍",1,2,2,2,2
টাকা নষ্ট,2,2,2,3,2
কাপড়ের কোয়ালিটি ও ভাল,1,2,2,2,2
কাপড় কোয়ালিটি তো খারাপ।প্রতারণা।,3,2,3,2,2
"ফালতু শার্ট বংোবাজার কোয়ালিটি ,",3,2,2,2,2
পিকের সাথে কালারের অনেক ডিফারেন্স।,2,2,3,2,2
আমার কাছে খুবই ভালো লাগছে।,1,2,2,2,2
কাপড় কোয়ালিটি একদম বাজে।,3,2,2,2,2
"শার্টটা দারুণ,তবে সাইজে মিলে নাই",1,2,2,2,2
এই শার্ট টি খুব ভালো,1,2,2,2,2
খুবই জঘন্য মানের।,3,2,2,2,2
মানুষ অনলাইনের বিশ্বাস করত পারে না।,2,2,2,2,2
ফিটিং ও ভালো,1,2,2,2,2
ভালো কোয়ালিটির ছিলো,1,2,2,2,2
শার্টটার কাপড়টা খুব ভালো।,1,2,2,2,2
প্রোডাক্ট অনুযায়ী দাম বেশি ছিল।,2,2,2,3,2
ফেব্রিক খুব ভারি তাই ভাল লাগেনি।,3,2,2,2,2
ছবির মত প্রোডাক্টটি পাইনি।,2,2,3,2,2
নিশ্চিন্তে নিতে পারেন পোষাকটি,2,2,2,2,1
আমি যেমনটা চেয়েছিলাম প্রোডাক্টটা তেমন না,2,2,2,2,2
"সাইজ পারফেক্ট, ফিটিং ও ঠিক আছে।",1,2,2,2,2
পারফেক্ট।,1,2,2,2,2
কাপড় টা ভালো ছিলো।,1,2,2,2,2
খুব ভাল দামে ভাল জিনিস,1,2,2,1,2
প্রোডাক্টটি দাম অনুযায়ী ঠিক আছে।,2,2,2,1,2
।ফিটিং ও ভাল ছোট হয়নি ।,1,2,2,2,2
গেঞ্জি টির মান খুব বেশি একটা ভালো না,3,2,2,2,2
"প্রথমবার কিনেছি দারাজ থেকে, অনেক ভাল লেগেছে",2,2,1,2,2
দাম হিসেবে খুবই ভালো,2,2,2,1,2
দাম অনুযায়ী ভালো।,2,2,2,1,2
পন্যে দেয়া ছিল ছাইয়ান সবুজ রঙের এই জন্যে অসন্তুষ্ট আমি। 😠😠,2,2,3,2,2
গায়ে দিয়ে বেশ আরাম লাগে।,1,2,2,2,2
"ফালতু গেঞ্জি,কোয়ালিটি ভালো না আর সবচেয়ে বড় কথা অন্য কালার দিসে👎👎👎😈😈",3,2,3,2,2
কাপড়ের কোয়ালিটি খারাপ না।,1,2,2,2,2
ভালো প্রডাক্ট,1,2,2,2,2
দাম অনুযায়ী খারাপ না,2,2,2,1,2
খুবই নিম্নমানের কাপড়,3,2,2,2,2
ভালই ছিল ।,1,2,2,2,2
এক কথায় মিথ্যাচার বলা যায়..!!,2,2,3,2,2
অর্ডারের ডিটেইলসের সাথে মিল নেই..!!,2,2,3,2,2
দাম অনুযায়ী ভাল পন্য।,2,2,2,1,2
দাম অনুযায়ী অনেক ভালো।,2,2,2,1,2
"কোয়ালিটি ভালো না,",3,2,2,2,2
খুব ভালো লাগলো।,1,2,2,2,2
এই দামের মধ্যে ভাল।,2,2,2,1,2
কোয়ালিটিও খুব বাজে,3,2,2,2,2
"বাস্তবে কাপড় টা, ছবির মত উজ্জল না!",2,2,3,2,2
দাম তুলনায় ভাল,2,2,2,1,2
ভুয়া একটা প্রডাক্ট..!!,3,2,2,2,2
এই দামের মধ্যে ভালই হইছ।,2,2,2,1,2
"অর্ডার করা প্রডাক্টের সাথে ডেলিভারি প্রডাক্টের কোন মিল নাই,",2,2,3,2,2
প্যান্ট ছেড়া পাইছি,3,2,3,2,2
চাইছিলাম ৩৪ পেয়েছি ৩০ 😞 বাট কেয়ালিটি ভালো,1,2,3,2,2
খুব খারাপ,3,2,2,2,2
কাস্টমারের বিরক্তি কারন হলেন।,2,2,3,2,2
মনে হচ্ছে যেন কারও ব্যবহৃত পুরাতন কাপড়।,3,2,2,2,2
দামের তুলনায় প্রোডাক্টের গুনগত মান যথেষ্ট ভালো,1,2,2,1,2
পকেট আলাদা বাজে কাপড় দিয়ে লাগানো।,3,2,2,2,2
একদম বাজে অবস্থা কাপড়ের...,3,2,2,2,2
ভালো কোয়ালিটি।,1,2,2,2,2
কাপড়টাও হতাশায় ফেলে দেয়,2,2,2,2,2
আমি যে পন্য অর্ডার করেছিলাম সেই অনুযায়ী পন্যটা পাই নাই।,2,2,3,2,2
ফটোতে প্যান্টের কালারের সাথে মিল পাই নি....,2,2,3,2,2
ছবির সাথে কোন মিল নাই,2,2,3,2,2
কোয়ালিটি অনেক খারাপ,3,2,2,2,2
আমার কাছে বেশ ভাল লেগেছে মান অনুযায়ী,1,2,2,2,2
নিম্ন মানের প্রোডাক্ট দিছে,3,2,2,2,2
আমার পন্যটি ফেরত দিব,2,2,2,2,2
ভুয়া সব প্রোডাক্ট,3,2,2,2,2
"খুবই নিম্নমানের একটা কালো কালারের জ্যাকেট পাঠিয়েছে, যা হতাশাজনক।",3,2,2,2,2
ব্যবহার করে আরাম পেয়েছি।,1,2,2,2,2
দারুন.! কাপড় ও বেস্,1,2,2,2,2
নো প্রবলেম..,2,2,2,2,2
"প্রোডাক্টও সুন্দর, স্টাইলিশ।",1,2,2,2,2
ব্যাগ টা বেশি ছোট। পার্সোনালি আমার ভাল লাগেনি।,3,2,2,2,2
ধোকা খাইলাম,2,2,3,2,2
প্রোডাক্ট ফেইক,2,2,3,2,2
প্রোডাক্ট হলো রাস্তার প্রোডাক্ট এর মতো,3,2,2,2,2
অস্থির ব্যাগ।।,1,2,2,2,2
সব মিলিয়ে ভাল,1,2,2,2,2
ভাল কিন্তু দাম বেশী।,1,2,2,3,2
খারাপ না ভালই লাগল।,1,2,2,2,2
দেখতে ঠিক ছবির মতই। কাপড়ের মানও ভালো।,1,2,1,2,2
ছবির সাথে প্রোডাক্টের ১০০% মিল আছে।,2,2,1,2,2
"চেইন এর অবস্থা ভালো না,",3,2,2,2,2
মোটামুটি ভালই ডিসকাউন্ট প্রাইজ হিসাবে ঠিক আছে।,2,2,1,1,2
অরিজিনাল পন্য পেয়েছি।,1,2,2,2,2
এপেক্স কোম্পানির কাছে এরকম আশা করিনি।,2,2,3,2,2
ভাল প্রোডাক্ট😊।,1,2,2,2,2
এটা কোন ধরনের চিটারি,2,2,3,2,2
ব্যাপারটা খুবই লজ্জাজনক।,2,2,2,2,2
মাইক্রোফোন টা নস্ট দিছেন..,2,3,2,2,2
মূল্যের সাথে সার্ভিসের সামাঞ্জস্য আছে।,2,2,2,3,2
প্রাইজ দুটির সমন্ময় দারুন তাই দারাজ জনপ্রিয় অন লাইনে শীর্ষে মার্কেট স্থান দখল করে আছে!,2,2,1,1,2
এই শাড়িটা আমি কিনেছি খুব ভাল,1,2,2,2,2
দারাজ কোয়ালিটি প্রোডাক্ট দিছে,1,2,1,2,2
"একটা পন্য কিনবো বলে ভাবছিলাম
 এত অভিযোগ!!!",2,2,3,2,2
"প্রডাক্টটির অবস্থাও ভালো ছিল না,",3,2,2,2,2
মনে হচ্ছে পুরো টাকাটাই ধরা খেলাম।,2,2,3,2,2
নিম্নমানের প্রোডাক্ট।,3,2,2,2,2
সবচেয়ে সেরা বাজে পণ্যের মধ্যে একটি,3,2,2,2,2
এটি খুব সুন্দর,1,2,2,2,2
এখন দেখি পুরাই ধরা,2,2,3,2,2
ভালো প্রোডাক্ট।,1,2,2,2,2
এটা ভালোই।,1,2,2,2,2
আমি সন্তুষ্ট,2,2,1,2,2
খুবই ভাল প্রোডাক্ট 😲,1,2,2,2,2
প্রোডাক্টা সামান্য ভাঙা ছিলো,3,2,2,2,2
মোটামুটি ভালোই,1,2,2,2,2
কোন কমপ্লেইন নেই।,2,2,1,2,2
বাজারের চেয়েও কম দামে পেয়েছি,2,2,2,1,2
প্রোডাক্ট এর কোয়ালিটি যথেষ্ট ভাল,1,2,2,2,2
খুবই ভাল প্রোডাক্ট।,1,2,2,2,2
কোন সমস্যা ছাড়া ব্যাবহার করতেছি।,2,2,2,2,1
জিনিস টা ভাল,1,2,2,2,2
এই যুগের জন্য একদম মডার্ন পারফেক্ট জিনিস।,1,2,2,2,2
প্রোডাক্ট টা অনেক ভাল।,1,2,2,2,2
কোয়ালিটি নিয়ে কোন অভিযোগ নেই,1,2,2,2,2
পরে তা ফেরত দিয়ে দিতে বাধ্য হয়েছি।,2,2,3,2,2
ধন্যবাদ দারাজ,2,2,1,2,2
এটা খুবই ভাল জিনিস।,1,2,2,2,2
একদম অরিজিনাল।,1,2,2,2,2
এটা এত নিন্মমানের প্রোডাক্ট যে বলে বোঝানো যাবেনা।,3,2,2,2,2
খুব ভাল প্রডাক্ট।,1,2,2,2,2
এই টাকাই ভালই আছে।,2,2,2,1,2
খারাপ না।,1,2,2,2,2
আমার অনেক ভালো লাগে এটা দিয়ে মুভি দেখতে।,2,2,2,2,1
"ভালোই প্রডাক্টি,",1,2,2,2,2
আমি এটা কিনে লাভ করেছি।,2,2,2,2,1
এটা দিয়ে মুভি দেখার অনুভূতিটাই আলাদা।,2,2,2,2,1
দাম হিসেবে ঠিক আছে৷,2,2,2,1,2
নস্ট জিনিস,3,2,2,2,2
অল্পদামে ভালো একটা চয়েজ হতে পারে এটি।,2,2,2,1,2
কোন কমপ্লেইন নেই।,2,2,1,2,2
বাজেট হিসেবে ঠিক আছে।।।,2,2,2,1,2
এই দামে এই সেট টা ভালই লেগেছে আমার ।,2,2,2,1,2
দাম অনুসারে ভাল ল্যাপটপ।,2,2,2,1,2
"প্রোডাক্টগুলোর কোয়ালিটি ভাল,",1,2,2,2,2
মার্কেট থেকে অনেক কমে পেয়েছি,2,2,2,1,2
প্রোডাক্টটা ভাঙ্গা,3,2,2,2,2
অনেক ভালো লাগছে,1,2,2,2,2
কেউ ভুলেও কিনবেন না।,2,2,2,2,3
২ টাই অচল.,2,3,2,2,2
"নষ্ট মেমোরি কার্ড ছিল,",2,3,2,2,2
সময় ও টাকা অপচয় । 😠,2,2,3,3,2
আপনাদের তো দেখছি মুখের জবান ঠিক নাই,2,2,3,2,2
দারাজের উচিত এইসব সেলারের বিরুদ্ধে পদক্ষেপ নেওয়া।,2,2,3,2,2
😡😡... এমন বাজে অবস্থা কেনো..???,2,2,3,2,2
ভালো প্রোডাক্ট....,1,2,2,2,2
দামের তুলনায় ভাল ছিল,2,2,2,1,2
আমার কাছে ঠিকই মনে হচ্ছে তাই ৫ স্টার…,2,2,1,2,2
ভাই কাজ করে না,2,3,2,2,2
সবাই নিতে পারেন।,2,2,2,2,1
মন্দ নয়।,2,1,2,2,2
কম দামে ভালো জিনিস।,2,2,2,1,2
লাইট টি অনেক কাজের।,2,1,2,2,2
একদমই আরাম নেই।,3,2,2,2,2
খুবই বাজে আর জঘন্য।,2,3,2,2,2
আমি খুশি।,2,2,1,2,2
আসলে এই প্রোডাক্ট বেশিক্ষণ ব্যবহারের জন্য উপযোগী না।,2,3,2,2,2
বেশ ভালো কাজ করছে,2,1,2,2,2
বেশিক্ষণ ব্যবহার করলে হাতে ব্যাথা শুরু হয়,2,3,2,2,2
আমি এই প্রোডাক্ট এর কোন সমস্যা পাইনি,2,2,2,2,2
ডেলিভারি স্লো।,2,2,3,2,2
পেমেন্ট নিয়ে ভোগান্তি হয়েছে,2,2,3,2,2
প্রোডাক্ট এর কোয়ালিটি ভাল,1,2,2,2,2
প্রোডাক্ট ভালো পেয়েছি।,1,2,2,2,2
হেড ফোনের সাউন্ড কোয়ালিটি একদম ই ভালো না।,2,3,2,2,2
ভালোই।,2,2,2,2,2
বইটিতে লেখক মজা করে প্রোগ্রামিংকে উপস্থাপন করেছেন।,2,2,2,2,2
আমার টাকা টা লস হয়েছে।,2,2,3,2,2
প্রোগ্রামিং শেখার জন্য বেস্ট,2,2,2,2,1
খুবই পছন্দ হয়েছে।,1,2,2,2,2
আমি এটা কিনে খুবই হতাশ হয়েছি।,2,2,3,2,2
চিটার।,2,2,3,2,2
"অর্ডার করছি আরেকটা দিছে এইটা, চিটার।",2,2,3,2,2
দাম হিসেবে ভালো সার্ভিস পাচ্ছি।,2,2,1,1,2
আর এটা র দাম বিবেচনা করলে এটা খুবই প্রশংসিত।,2,2,2,1,2
এই দামে এরচেয়ে ভাল প্রোডাক্ট পাওয়া সম্ভব না।,2,2,2,1,2
কিনছেন তো ঠকছেন।,2,2,2,2,3
এটা খুব ভালো।,1,2,2,2,2
ফ্রিচার অনুযায়ী কোয়ালিটির কোন মিল নাই।,3,2,3,2,2
"পুরাই ফাউল,",2,2,2,2,2
সবাইকে না কেনার জন্য বলবো।,2,2,2,2,3
দাম হিসাবে অনেক ভালো,2,2,2,1,2
"মোটামুটি, প্রথমে ভালো কাজ করসে",2,1,2,2,2
আর দারাজ হচ্ছে দুই নাম্বার।,2,2,3,2,2
খুবই বাজে।,3,3,3,2,2
গান শোনার জন্য মোটামুটি ভালো।,2,1,2,2,2
এর মত জঘন্য কিছু নাই।,3,3,3,2,2
অর্ডার করছিলাম এইটা কিন্তু পাঠাইছে ২০০টাকার আরেকটা চিটিং,2,2,3,2,2
"দাম হিসাবে ঠিক আছে, খারাপ নাহ্।",2,2,2,1,2
তারের কোয়ালিটি অত্যন্ত নিম্ন।,3,2,2,2,2
অল্প দামের মধ্যে অসাধারণ এটা...,2,2,2,1,2
তবে দাম অনুসারে খারাপ না।,2,2,2,3,2
মাইক্রোফোন কাজ করে নাহ,2,3,2,2,2
"অর্ডার দিলাম একটা, ডেলিভারি পেলাম আরেকটা",2,2,3,2,2
"১ ঘন্টার বেশি চার্জ থাকে না,",2,3,2,2,2
একদম বাজে অবস্তা,3,3,3,2,2
কোয়ালিটি খুব বাজে,3,2,2,2,2
দারাজ আমার প্রত্যাশা পূরণে পুরাপুরি ব্যর্থ.,2,2,3,2,2
আশানুরুপ ছিল না । 🙂,2,2,3,2,2
"একদম ফালতু সাউন্ড,",2,3,2,2,2
সাউন্ড কলেটি খুবই খারাপ।,2,3,2,2,2
ছবি সাথে কোন মিল নেই,2,2,3,2,2
খুব বাজে প্রোডাক্ট।,3,3,2,2,2
একটি স্পিকারে সাউন্ড আসে না,2,3,2,2,2
সাউন্ড কোয়ালিটি কত্তো বাজে তা বলে বুঝাতে পারবো নাহ,2,3,2,2,2
নষ্ট চার্জার পয়েন্ট,2,3,2,2,2
bass বলতে কিছু নাই।,2,2,2,2,2
দুনিয়ার সবচেয়ে বাজে হেডফোন থাকলে এইটা আছে।,2,3,2,2,2
দারুন হেডফোন ৩৫০ টাকা রেঞ্জের ভেতরে।,2,1,2,1,2
দাম এর তুলনায় অসাধারণ,2,2,2,1,2
সবকিছু মিলিয়ে জিনিস টা ভালোই,1,2,2,2,2
এত বাজে সাউন্ড যা বলার বাইরে।,2,3,2,2,2
দারাজ থেকে ইলেকট্রনিক্স এর পণ্য কেনা আত্মহত্যার শামিল,2,3,3,2,2
অরিজিনাল পেয়েছি,1,2,2,2,2
এইরকম ভাওতাবাজি না করলে হয় না,2,2,3,2,2
উল্টো হয়রানির শিকার হতে হয়,2,2,3,2,2
যালেন্সেড সাউন্ড লাভারদের জন্য ভাল,2,1,2,2,2
দামের তুলনায় পন্যটা অনেক বাজে,2,2,2,3,2
সাউন্ড কোয়ালিটি বাজে,2,3,2,2,2
পুরাই ফালতু।,3,3,3,2,2
সাউন্ডও ক্লিয়ার।,2,1,2,2,2
খুব কম চার্জ থাকে,2,1,2,2,2
কম দামে সেরা ইয়ারফোন।,2,1,2,1,2
শেষমেশ অরিজিনালটাই পেলাম।,1,2,2,2,2
স্মুথ বেজ।,2,1,2,2,2
ধন্যবাদ স্মার্ট গেজেট,2,1,2,2,2
ডিজাইনটাও জোস।,1,2,2,2,2
এককথায় প্রোডাক্টে আমি মুগ্ধ।❤,2,2,1,2,2
জেনুইন পেয়েছি।,2,2,1,2,2
প্রোডাক্ট ভালো আর অরিজিনাল!,1,2,2,2,2
বেজ একটু বেশিই তবে সাউন্ড ভালো!,2,1,2,2,2
আশানুরূপ প্রডাক্ট পাইনি,2,2,3,2,2
প্রোডাক্ট ভালো,1,2,2,2,2
স্মার্ট গ্যাজেটকে ধন্যবাদ।,2,2,1,2,2
জেনুইন প্রোডাক্ট ডেলিভারি দেওয়ার জন্য সেলারকে ধন্যবাদ,2,2,1,2,2
"বেশ ভালো ,অথেন্টিক ছিল।",1,2,2,2,2
১০০% অথেন্টিক প্রডাক্ট,1,2,2,2,2
সাউন্ড কোয়ালিটি অনেক ভালো।,2,1,2,2,2
প্রোডাক্ট অামার অনেক পছন্দ হয়েছে।,2,2,2,2,1
ধন্যবাদ গেজেট হোম।,2,2,1,2,2
অরিজিনাল পেয়েছি! 😍,1,2,2,2,2
মারকেট প্রাইজ হিসাবে খুবই কম,2,2,2,1,2
খুব ভাল সব মিলিয়ে,1,2,1,2,2
সাউন্ডকোয়ালিটি কানের জন্য আরামদায়ক নয়,2,3,2,2,2
প্রডাক্টের কোয়ালিটি যেমন হবার কথা এটি তার ধারে কাছেও নাই।,3,2,3,2,2
একমাসের মধ্যেই নষ্ট হয়ে গেছে,2,3,2,2,2
২মাস ধরে চালাচ্ছি এখন পর্যন্ত অনেক ভাল সার্ভিস।,2,1,2,2,2
এতো এতো এতো জোশ সাউন্ড কোয়ালিটি আমি কখনো পাইনি।,2,1,2,2,2
এমন পঁচা জিনিশ বাজারে কমে আসে,3,2,2,2,2
আমি সত্যি অবাক ওতো জোশ কোয়ালিটি কেম্নে হয়।,1,2,2,2,2
বেস এর জন্য বেস্ট হবে,2,1,2,2,2
খুবই বাজে সাউন্ড কোয়ালিটি,2,3,2,2,2
"আপনেরা সেটা না দিয়ে অন্য কিছু দিবেন,",2,2,3,2,2
সাউন্ড কোয়ালিটি বেশ বাজে।,2,3,2,2,2
এটা মেনে নেওয়া যায় না।,2,2,2,2,2
ফাউল প্রডাক্ট,3,2,2,2,2
কেন ভাই Defected জিনিস দিয়ে হয়রানি করেন?,2,2,3,2,2
বাটপারি বন্ধ করেন।,2,2,3,2,2
ছবিতে একরকম বাস্তবতা ভিন্ন,2,2,3,2,2
একদম ফালতু প্রদাক্ট,3,2,2,2,2
এরকম জানলে আমি এইটা জিবনেও কিনতাম না।,2,2,3,2,2
যেমন দেখা হয়েছে তেমন হয় নাই।,2,2,3,2,2
ভালোনা একদম ই!,3,2,2,2,2
আমার একটা কমপ্লেইন ছিল ডেলিভারি নিয়ে,2,2,3,2,2
দামটা ও ঠিক মনে হয়েছে।,2,2,2,1,2
কাপড় ভাল না।,3,2,2,2,2
এটা নরমাল কোয়ালিটি,1,2,2,2,2
আপনারা ডেলিভারি দিতে একটু বেশীই দেরী করেন।,2,2,3,2,2
সবমিলিয়ে পছন্দের কোয়ালিটি ছিল।,1,2,2,2,2
আমার কোন কমপ্লেইন নেই,2,2,3,2,2
আমি হতাশ হয়েছি।,2,2,3,2,2
খুবই ভাল প্রোডাক্ট।,1,2,2,2,2
আমি সন্তুষ্ট ।,2,2,1,2,2
মোটেও ক্যাটালগ এর মতো ছিলনা।,2,2,3,2,2
অনেক ভাল মানের কাপড় মনে হয়েছে।,1,2,2,2,2
"এই প্রোডাক্ট এর কোয়ালিটি ভাল,",1,2,2,2,2
"ছবির সাথে বাস্তবে কোন মিল নাই,",2,2,3,2,2
জামার ওড়না এবং হাতার মিল নেই।,2,2,3,2,2
ডিজাইন ছবির মতই।,2,2,1,2,2
কি অর্ডার করলাম আর কি পেলাম।,2,2,3,2,2
এর ছেয়ে নিম্নমানের জামা আর হয় না,3,2,2,2,2
প্রোডাক্টটি ছেড়া ছিল।,3,2,3,2,2
ডিজিটাল প্রতারণা সুরু করল দারাজ।,2,2,3,2,2
দাম অনুযায়ী কাপড়ের কোয়ালিটিটা ভালোই,1,2,2,1,2
আমি এই ধরনের প্রোডাক্ট সত্যি আশা করিনি,2,2,3,2,2
প্রোডাক্ট এর কোয়ালিটি ভাল,1,2,2,2,2
খুব খুব খুব নিম্নমানের জিনিস,3,2,2,2,2
অবশ্য এই দামে খুব ভাল আশা করা যায় না,2,2,2,1,2
মান আরেকটু ভাল আশা করেছিলাম।,3,2,2,2,2
ছবির মত না,2,2,3,2,2
"আমি খুশি,",2,2,1,2,2
আপনরা যা ডেলিভারি দিচ্ছেন মোটেও কাঙ্খিত নয়।,2,2,3,2,2
অনলাইনে কেনাকেটা বিশ্বাসযোগ্যতা হারাবেন।,2,2,3,2,3
রেক জনকে উৎসাহিত করার পরিবর্তে নিরৎসাহিত করতে বাধ্য হচ্ছি,2,2,2,2,1
এক কথায় এত জঘন্যতম কাপড় আগে কখনো দেখিনি।,3,2,2,2,2
ফ্রি দিলেও এই জাতীয় কাপড় আমি নিতাম না।,2,2,2,2,3
টাকা নষ্ট,2,2,3,2,2
ভাই এত বাজে প্রোডাক্ট আর কেউ নিয়েন না!,2,2,2,2,3
কাপড়ের কোয়ালিটি খুবই বাজে৷,3,2,2,2,2
ছবিতে প্রিন্ট যেমন দেখানো হয়েছে তার সাথে আকাশ পাতাল তফাৎ।,2,2,1,2,2
দারাজের কাছ থেকে এমনটা আসা করিনি।,2,2,3,2,2
কেউ এধরনের বাজে কোয়ালিটির কাপড় পড়তে পারবে না।,3,2,2,2,3
শুধু ছবিতেই ফিটফাট,2,2,3,2,2
এক প্রকার প্রতারণা,2,2,3,2,2
এত বাজে হবে স্বপ্নেও ভাবিনি।,3,2,2,2,2
একদম বাজে কেউ কিনবেন না,2,2,2,2,3
একেবারে বাজে।,3,3,2,2,2
"বাজে মানের,",3,2,2,2,2
পাশাপাশি ভালো সার্ভিস পেয়েছি।,2,2,1,2,2
"ফালতু কাপড়,",3,2,2,2,2
আমার কোন কমপ্লেইন নেই,2,2,1,2,2
ভালো প্রোডাক্ট পেয়েছি,1,2,2,2,2
কোয়ালিটি ভালো না,3,2,2,2,2
অতি লোভী সেলারদের জন্য দেশের অনলাইন শপিং সাইটগুলো দাড়াতে পারছে না।,2,2,3,2,2
দারাজ কে আরো অনেক বেশি নজরদারি করতে হবে কোয়ালিটি কন্ট্রোলে।,2,2,3,2,2
"কি দেখাইলেন,আর কি পাইলাম।",2,2,3,2,2
দারাজ কিভাবে মানুষকে ঠকায় তার প্রমাণ পেলাম।,2,2,3,2,2
কাপড় বং ও প্রিন্টিং কোনটাই ভালো না।,3,2,2,2,2
দারাজ কে বাই বাই অনলাইন এ আপনাদের প্রোডাক্টে কিনে শিক্ষা হয়েছে আর না।,2,2,3,2,2
পণ্যের মান নিম্নমানের,3,2,2,2,2
বাজে একটা ড্রেস।,3,2,2,2,2
"আমি যে প্রোডাক্ট টা পেয়েছি সেটা ক্যাটালগের সাথে মিল ছিলনা,",2,2,3,2,2
"ডিজাইন আর ওড়না টা ভালো,",1,2,2,2,2
জাষ্ট দুনম্বরী৷,2,2,3,2,2
জামা আর পায়জামার কাপড়টা খুবই নিম্নমানের পাতলা কাপড়,3,2,2,2,2
কোণ মিল নাই৷,2,2,3,2,2
আমি অনেক পার্থক্য দেখতে পেয়েছি।,2,2,3,2,2
ছবির সাথে একটু মিল হলেও হতো।,2,2,3,2,2
রঙ্গের মিল নাই। ডিজাইনের মিল নাই।,2,2,3,2,2
ডিজাইন এ কিছু সমস্যা ছিল।,3,2,2,2,2
এক রকমের ছবি দিয়ে অন্য রকমের পোষাক দিলেন৷,2,2,3,2,2
প্রথম বার অনলাইন এ পন্য নিয়ে ঠকলাম।,2,2,3,2,2
এটার কিছু সমস্যা পয়েছি।,3,2,2,2,2
একদম ফালতু ড্রেস।রিটার্ন করে দিবো।,3,2,2,2,2
সেই হিসেবে জোস একটা ব্যাগ.,1,2,2,2,2
দাম টা একটু বেশি,2,2,2,3,2
রং ছবিতে যেমন আছে তেমনই পেলাম।,1,2,2,2,2
আমি অসুখী নই,2,2,2,2,2
জিন্স প্যান্ট কেটে বানানো.তবে অনেক সুন্দর।,1,2,2,2,2
দেখে নিতে পারি না বলে এমন ঠকানো উচিৎ না.,2,2,3,2,2
ঠিক যেমন চেয়েছিলাম।,2,2,1,2,2
প্যাকেট খোলার পর দেখি একদম নষ্ট।,3,2,2,2,2
অল্প দামে চমৎকার স্কেল।,2,2,2,1,2
পারফরমেন্সে সন্তুষ্ট।,2,1,2,2,2
খুব শখ করে কিনেছিলাম। বাকি ওয়েট স্কেল থেকে তুলনামুলক কম দাম।,2,2,2,1,2
"একবার একরকম ওজন দেখায়, খুবই খারাপ, একবার ৬৫, যখন যা ইচ্ছা",2,3,2,2,2
"নস্ট, কাজ করে না।",2,3,2,2,2
বাটপারির একটা সীমা থাকা উচিত…,2,2,3,2,2
জিনিসটা খুবই কাজের।,2,1,2,2,2
একটা গর্জিয়াস লুক আছে।,1,2,2,2,2
নাতিশীতোষ্ণ কাঁথা। অনেক আরামদায়ক মনে হচ্ছে।,2,2,2,2,1
জিনিসটা খুবই কাজের।,2,1,2,2,2
পুরাই ফালতু একটা প্রডাক্ট কেউ কিনবেন না,3,2,2,2,3
ছবির মত প্রোডাক্ট পাইনি,2,2,3,2,2
ওয়ারড্রোবটা খুবই ছোট এবং প্লাস্টিকের কোয়ালিটিও মোটেই ভালো না ।,3,2,2,2,2
কোয়ালিটি আর সাইজ অনুযায়ী দাম অনেক বেশি ।,3,2,2,3,2
ভাংগা ঢাকনা দিয়ে দিছে ।,2,2,3,2,2
অনেক ভাল ছিল,1,1,2,2,2
অনেক ভাল লেগেছে,1,2,1,2,2
ভাল ছাড়ে ভাল পণ্য আশা করছিলাম ।,2,2,3,2,2
অনেক বেশি ভাল লেগেছে আমি তাই খুব সন্তুষ্ট।,2,2,1,2,2
ডেলিভারি দ্রুত হয়েছে।,2,2,1,2,2
প্রোডাক্ট টি খুবই সন্তোষজনক।,2,2,1,2,2
প্রোডাক্টও ভাল!,1,2,2,2,2
ব্যাবহার করছি আমার অনেক ভাল লাগছে ।,2,2,2,2,1
দাম তুলনা করলে বলা যায় মার্কেট থেকে কম দাম।,2,2,2,1,2
প্যাকেট ভালো অবস্থায় ছিল।,2,2,1,2,2
আর এফ এলের মতো কোয়ালিটি বিহীন,3,2,2,2,2
ঢাকনার এক অংশ ভাঙা ছিলো।,2,2,3,2,2
অন্যান্য ব্র্যান্ড এর তুলনায় দামে কম।,2,2,2,1,2
কোয়ালিটি আর প্রাইজ নিঃসন্দেহে অন্য ব্রেন্ডের তুলনায় কয়েকগুন ভালো,1,2,2,1,2
প্রোডাক্ট আর ডিজাইন নিতান্তই কম .,2,2,2,2,2
বাজে পন্য,3,2,2,2,2
প্রডাক্ট ভাল ছিল।।,1,2,2,2,2
তবে ডিজাইনটা খুব বেশি ভাল লাগেনি।।,3,2,2,2,2
ডেলিভারিতে কোন সমস্যা হয়নি।।,2,2,1,2,2
সম্ভবত জিনজিরার ২ নাম্বার জিনিস দিয়ে বোতলের ভিতর দিয়ে দেয়।,2,2,3,2,2
এইটা আমার পছন্দের একটি পন্য।,2,2,2,2,1
এদের বিরুদ্ধে ব্যবস্থা নিতে হবে!!,2,2,3,2,2
ভন্ড কম্পানি।,2,2,3,2,2
ঘ্রান ও ভালো।,1,2,2,2,2
যথাসময়ে ডেলিভারি পেয়েছি।,2,2,3,2,2
"একেবারে নকল মাল,",3,2,3,2,2
একেবারে ফালতু জিনিস।,3,2,2,2,2
তাদের সব পন্যই দুই নাম্বার।,2,2,3,2,2
আমি সেটিস্ফাইড :)।,2,2,1,2,2
